domain,ip,port,service,severity,description,recommendation,banner,,,,,
investigation.kaspersky.com,77.74.176.141,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://investigation.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
ipms.kaspersky.com,77.74.176.150,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://ipms.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
it.kaspersky.com,77.74.176.145,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://it.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
iteamsstg.kaspersky.com,77.74.176.135,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://iteamsstg.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
jira.kaspersky.com,93.159.230.208,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://jira.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
jpn.kaspersky.com,202.163.6.55,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://jpn.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
kpi.kaspersky.com,77.74.176.127,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://kpi.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
kss.backoffice.kaspersky.com,185.85.14.25,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://kss.backoffice.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
kss.kaspersky.com,93.159.231.84,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://kss.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
ksv.kaspersky.com,77.74.176.141,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://ksv.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
labtop.kaspersky.com,77.74.176.146,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://labtop.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
ma.kaspersky.com,77.74.176.141,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://ma.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
marketing.kaspersky.com,93.159.231.89,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://marketing.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
marketinsights.kaspersky.com,77.74.176.147,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://marketinsights.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
meta.kaspersky.com,93.159.231.85,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://meta.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
mic.kaspersky.com,77.74.176.147,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://mic.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
msa.kaspersky.com,93.159.231.84,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://msa.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
myit.kaspersky.com,93.159.230.235,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://myit.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
mysite.kaspersky.com,93.159.231.81,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://mysite.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
mysite2013.kaspersky.com,93.159.231.238,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://mysite2013.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
newintranet.kaspersky.com,93.159.231.80,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://newintranet.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
onevoice.kaspersky.com,77.74.176.156,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://onevoice.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
owa.apac.kaspersky.com,185.85.14.29,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://owa.apac.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
owa.cn.kaspersky.com,119.254.74.52,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://owa.cn.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
owa.de.kaspersky.com,88.217.237.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://owa.de.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
owa.eu.kaspersky.com,88.217.237.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://owa.eu.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
owa.kaspersky.com,185.85.14.29,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://owa.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
owa.uk.kaspersky.com,88.217.237.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://owa.uk.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
owa.us.kaspersky.com,77.74.176.133,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://owa.us.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
owa2010.eu.kaspersky.com,88.217.237.59,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://owa2010.eu.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
passcard.kaspersky.com,77.74.176.149,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://passcard.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
personoftheyear.kaspersky.com,93.159.231.84,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://personoftheyear.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
pmd.kaspersky.com,93.159.231.86,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://pmd.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
portal.apac.kaspersky.com,202.163.6.56,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://portal.apac.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
portal.em.kaspersky.com,93.159.231.85,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://portal.em.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
portal.eu.kaspersky.com,77.74.176.141,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://portal.eu.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
portal.kaspersky.com,77.74.176.141,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://portal.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
portal2.kaspersky.com,93.159.231.85,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://portal2.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
portal3.kaspersky.com,93.159.231.84,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://portal3.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
portal4.kaspersky.com,93.159.231.86,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://portal4.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
portal5.kaspersky.com,93.159.231.89,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://portal5.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
posa-hq.kaspersky.com,93.159.231.85,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://posa-hq.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
powerbi.kaspersky.com,77.74.176.123,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://powerbi.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
process.kaspersky.com,93.159.231.84,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://process.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
proit.kaspersky.com,93.159.231.79,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://proit.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
project.kaspersky.com,93.159.231.86,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://project.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
quest.kaspersky.com,77.74.176.143,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://quest.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
radiolab.kaspersky.com,77.74.176.124,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://radiolab.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
rd.kaspersky.com,93.159.231.78,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://rd.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
rnd-express.kaspersky.com,77.74.176.141,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://rnd-express.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
russia.kaspersky.com,77.74.176.149,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://russia.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
russiacorpsale.kaspersky.com,93.159.231.85,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://russiacorpsale.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
salespac.kaspersky.com,93.159.231.86,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://salespac.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
si.kaspersky.com,77.74.176.141,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://si.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
smb.kaspersky.com,93.159.231.84,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://smb.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
smtools.kaspersky.com,93.159.230.247,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://smtools.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
souvenir.kaspersky.com,93.159.231.84,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://souvenir.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
sports.kaspersky.com,93.159.231.84,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://sports.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
stash.kaspersky.com,93.159.230.210,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://stash.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
technology-alliances.hq.kaspersky.com,77.74.176.141,80,HTTP,High,HTTP без HTTPS (HTTP без HTTPS),Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://technology-alliances.hq.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
tools.kaspersky.com,77.74.176.137,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://tools.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
tprovider.kaspersky.com,93.159.230.229,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://tprovider.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
usmail.us.kaspersky.com,77.74.176.133,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://usmail.us.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
you-rock.kaspersky.com,93.159.231.84,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Found : Moved Temporarily
Location: https://you-rock.kaspersky.com/
Connection: close
Cache-Control: no-cache
Pragma: no-cache",,,,,
list.kaspersky.com,77.74.177.217,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Moved Temporarily
Server: nginx
Date: Thu, 24 Apr 2025 06:05:30 GMT
Content-Type: text/html
Content-Length: 138
Connection: keep-alive
Keep-Alive: timeout=60
Location: http://list.",,,,,
ucp.my.kaspersky.com,77.74.177.236,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Moved Temporarily
Server: nginx
Date: Thu, 24 Apr 2025 06:08:01 GMT
Content-Type: text/html
Content-Length: 138
Connection: keep-alive
Keep-Alive: timeout=40
Location: https://my.k",,,,,
0c44e2ae-2df0-42fe-a313-35d2a7229749.kaspersky.com,77.74.178.24,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Redirect
Content-Type: text/html; charset=UTF-8
Location: http://www.kaspersky.com/?domain=0c44e2ae-2df0-42fe-a313-35d2a7229749.kaspersky.com
Server: 
Strict-Transport-Security: max-a",,,,,
0f34b059-29e4-405c-87a1-1c192dc9af7e.kaspersky.com,77.74.178.24,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Redirect
Content-Type: text/html; charset=UTF-8
Location: http://www.kaspersky.com/?domain=0f34b059-29e4-405c-87a1-1c192dc9af7e.kaspersky.com
Server: 
Strict-Transport-Security: max-a",,,,,
1-comvirusdesk.kaspersky.com,77.74.178.24,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Redirect
Content-Type: text/html; charset=UTF-8
Location: http://www.kaspersky.com/?domain=1-comvirusdesk.kaspersky.com
Server: 
Strict-Transport-Security: max-age=31536000; includeSu",,,,,
1-httpsvirusdesk.kaspersky.com,77.74.178.24,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Redirect
Content-Type: text/html; charset=UTF-8
Location: http://www.kaspersky.com/?domain=1-httpsvirusdesk.kaspersky.com
Server: 
Strict-Transport-Security: max-age=31536000; include",,,,,
1-kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Redirect
Content-Type: text/html; charset=UTF-8
Location: http://www.kaspersky.com/?domain=1-kaspersky.comvirusdesk.kaspersky.com
Server: 
Strict-Transport-Security: max-age=31536000;",,,,,
1.kaspersky.com,77.74.178.24,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Redirect
Content-Type: text/html; charset=UTF-8
Location: http://www.kaspersky.com/?domain=1.kaspersky.com
Server: 
Strict-Transport-Security: max-age=31536000; includeSubDomains
alt",,,,,
1.newsvirus.kaspersky.com,77.74.178.24,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Redirect
Content-Type: text/html; charset=UTF-8
Location: http://www.kaspersky.com/?domain=1.newsvirus.kaspersky.com
Server: 
Strict-Transport-Security: max-age=31536000; includeSubDo",,,,,
1.scannervirusdesk.kaspersky.com,77.74.178.24,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Redirect
Content-Type: text/html; charset=UTF-8
Location: http://www.kaspersky.com/?domain=1.scannervirusdesk.kaspersky.com
Server: 
Strict-Transport-Security: max-age=31536000; inclu",,,,,
10years.kaspersky.com,77.74.178.24,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Redirect
Content-Type: text/html; charset=UTF-8
Location: http://www.kaspersky.com/?domain=10years.kaspersky.com
Server: 
Strict-Transport-Security: max-age=31536000; includeSubDomain",,,,,
11.kaspersky.com,77.74.178.24,80,HTTP,Medium,HTTP без HTTPS,Настроить HTTPS,"HTTP/1.1 302 Redirect
Content-Type: text/html; charset=UTF-8
Location: http://www.kaspersky.com/?domain=11.kaspersky.com
Server: 
Strict-Transport-Security: max-age=31536000; includeSubDomains
al",,,,,
